subject_id,sex,reference_id,reference_sex,comparison_type,pair_index,split
NDARINV0DYF4WPG,2,NDARINV4H7G4RXD,2,same_sex,0,train
NDARINV0DYF4WPG,2,NDARINVJPV235G4,2,same_sex,1,train
NDARINV0DYF4WPG,2,NDARINVUAHG246H,2,same_sex,2,train
NDARINV0DYF4WPG,2,NDARINVZT34GNRB,2,same_sex,3,train
NDARINV0DYF4WPG,2,NDARINV90FEV190,2,same_sex,4,train
NDARINV0DYF4WPG,2,NDARINV1GVYL05C,2,same_sex,5,train
NDARINV0DYF4WPG,2,NDARINV05CA3VX5,2,same_sex,6,train
NDARINV0DYF4WPG,2,NDARINV3X1TYL13,2,same_sex,7,train
NDARINV0DYF4WPG,2,NDARINV9YZV41AE,2,same_sex,8,train
NDARINV0DYF4WPG,2,NDARINVWKY1N9UE,2,same_sex,9,train
NDARINV0DYF4WPG,2,NDARINVACZZH8LM,2,same_sex,10,train
NDARINV0DYF4WPG,2,NDARINV31UPFNDE,2,same_sex,11,train
NDARINV0DYF4WPG,2,NDARINVBT1JM1WA,2,same_sex,12,train
NDARINV0DYF4WPG,2,NDARINVLMAAJ8JJ,2,same_sex,13,train
NDARINV0DYF4WPG,2,NDARINVPKXLA8CU,2,same_sex,14,train
NDARINV0DYF4WPG,2,NDARINV58G3ZX3W,2,same_sex,15,train
NDARINV0DYF4WPG,2,NDARINV93FRJHXC,2,same_sex,16,train
NDARINV0DYF4WPG,2,NDARINVZUDPGDWJ,2,same_sex,17,train
NDARINV0DYF4WPG,2,NDARINV0WHFCZKU,2,same_sex,18,train
NDARINV0DYF4WPG,2,NDARINVP3Z6VCWP,2,same_sex,19,train
NDARINV0DYF4WPG,2,NDARINV2AT88DBZ,2,same_sex,20,train
NDARINV0DYF4WPG,2,NDARINVF4P23JMZ,2,same_sex,21,train
NDARINV0DYF4WPG,2,NDARINV7FG8NTPP,2,same_sex,22,train
NDARINV0DYF4WPG,2,NDARINVBMMM82AG,2,same_sex,23,train
NDARINV0DYF4WPG,2,NDARINV28X60X09,2,same_sex,24,train
NDARINV0DYF4WPG,2,NDARINVEWHRTRC2,2,same_sex,25,train
NDARINV0DYF4WPG,2,NDARINVJ8XHKKP8,2,same_sex,26,train
NDARINV0DYF4WPG,2,NDARINV6H7448TR,2,same_sex,27,train
NDARINV0DYF4WPG,2,NDARINVUU9P706U,2,same_sex,28,train
NDARINV0DYF4WPG,2,NDARINV62K5R39F,2,same_sex,29,train
NDARINV0DYF4WPG,2,NDARINVETNDZFKZ,2,same_sex,30,train
NDARINV0DYF4WPG,2,NDARINVUWAU3TFB,2,same_sex,31,train
NDARINV0DYF4WPG,2,NDARINVRMTJ44GE,2,same_sex,32,train
NDARINV0DYF4WPG,2,NDARINVWXLHTR31,2,same_sex,33,train
NDARINV0DYF4WPG,2,NDARINVKE8TDKAW,2,same_sex,34,train
NDARINV0DYF4WPG,2,NDARINVL7YXYKK6,2,same_sex,35,train
NDARINV0DYF4WPG,2,NDARINVRAZRBGAL,2,same_sex,36,train
NDARINV0DYF4WPG,2,NDARINVY1KBMF25,2,same_sex,37,train
NDARINV0DYF4WPG,2,NDARINV53AA4BL6,2,same_sex,38,train
NDARINV0DYF4WPG,2,NDARINV8Y6RVMNM,2,same_sex,39,train
NDARINV0DYF4WPG,2,NDARINVG5GPKJ4N,1,different_sex,0,train
NDARINV0DYF4WPG,2,NDARINV23XZD51D,1,different_sex,1,train
NDARINV0DYF4WPG,2,NDARINVN1HATRZN,1,different_sex,2,train
NDARINV0DYF4WPG,2,NDARINV75ZYAV1X,1,different_sex,3,train
NDARINV0DYF4WPG,2,NDARINVPLBB3DCW,1,different_sex,4,train
NDARINV0DYF4WPG,2,NDARINVLBAKFHGK,1,different_sex,5,train
NDARINV0DYF4WPG,2,NDARINV77M916PU,1,different_sex,6,train
NDARINV0DYF4WPG,2,NDARINV83PDDV47,1,different_sex,7,train
NDARINV0DYF4WPG,2,NDARINVCYVT35R2,1,different_sex,8,train
NDARINV0DYF4WPG,2,NDARINV6W30KJMZ,1,different_sex,9,train
NDARINV0DYF4WPG,2,NDARINVDCMB3LBH,1,different_sex,10,train
NDARINV0DYF4WPG,2,NDARINVKH0DH6EC,1,different_sex,11,train
NDARINV0DYF4WPG,2,NDARINVNUVYJFN0,1,different_sex,12,train
NDARINV0DYF4WPG,2,NDARINV0CF1U8X8,1,different_sex,13,train
NDARINV0DYF4WPG,2,NDARINV65P1JE5L,1,different_sex,14,train
NDARINV0DYF4WPG,2,NDARINVXJ3NHHKA,1,different_sex,15,train
NDARINV0DYF4WPG,2,NDARINVJKPF57KV,1,different_sex,16,train
NDARINV0DYF4WPG,2,NDARINVCZ5MFAJL,1,different_sex,17,train
NDARINV0DYF4WPG,2,NDARINVEHLY59UX,1,different_sex,18,train
NDARINV0DYF4WPG,2,NDARINVGHL1WZCU,1,different_sex,19,train
NDARINV0DYF4WPG,2,NDARINVYZURN14T,1,different_sex,20,train
NDARINV0DYF4WPG,2,NDARINVLBP235A2,1,different_sex,21,train
NDARINV0DYF4WPG,2,NDARINVEM2F38BY,1,different_sex,22,train
NDARINV0DYF4WPG,2,NDARINVZ2REMPTW,1,different_sex,23,train
NDARINV0DYF4WPG,2,NDARINVK5GR7ZF4,1,different_sex,24,train
NDARINV0DYF4WPG,2,NDARINV34XE873R,1,different_sex,25,train
NDARINV0DYF4WPG,2,NDARINVV24BU329,1,different_sex,26,train
NDARINV0DYF4WPG,2,NDARINV9B14E538,1,different_sex,27,train
NDARINV0DYF4WPG,2,NDARINVH1DLLYY5,1,different_sex,28,train
